"ID","Liceo","Cittadinanza","Scuola Triennale","CDS Triennale","Carriera Triennale","Scuola Magistrale","CDS Magistrale","Carriera Magistrale"
"99604685","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MECHANICAL ENGINEERING - INGEGNERIA MECCANICA","Disattivata Magistrale"
"99610709","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","AUTOMATION AND CONTROL ENGINEERING - INGEGNERIA DELL'AUTOMAZIONE","Disattivata Magistrale"
"99609443","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MECHANICAL ENGINEERING - INGEGNERIA MECCANICA","Disattivata Magistrale"
"99603840","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Des","DESIGN & ENGINEERING - PROGETTO E INGEGNERIZZAZIONE DEL PRODOTTO INDUSTRIALE","Disattivata Magistrale"
"99602474","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MANAGEMENT ENGINEERING - INGEGNERIA GESTIONALE","Disattivata Magistrale"
"99607382","TECNICA COMMERCIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA GESTIONALE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MANAGEMENT ENGINEERING - INGEGNERIA GESTIONALE","Disattivata Magistrale"
"99610644","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MECHANICAL ENGINEERING - INGEGNERIA MECCANICA","Disattivata Magistrale"
"99592445","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MECHANICAL ENGINEERING - INGEGNERIA MECCANICA","Disattivata Magistrale"
"99603841","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MECHANICAL ENGINEERING - INGEGNERIA MECCANICA","Disattivata Magistrale"
"99609680","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MECHANICAL ENGINEERING - INGEGNERIA MECCANICA","Disattivata Magistrale"
"99608782","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MECHANICAL ENGINEERING - INGEGNERIA MECCANICA","Disattivata Magistrale"
"99605601","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","ENERGY ENGINEERING - INGEGNERIA ENERGETICA","Disattivata Magistrale"
"99594914","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MECHANICAL ENGINEERING - INGEGNERIA MECCANICA","Disattivata Magistrale"
"99604015","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MECHANICAL ENGINEERING - INGEGNERIA MECCANICA","Disattivata Magistrale"
"99610190","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MECCANICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MECHANICAL ENGINEERING - INGEGNERIA MECCANICA","Disattivata Magistrale"
"99607033","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Laurea Triennale Arc - Urb - Cost","Arc - Urb - Cost","BUILDING AND ARCHITECTURAL ENGINEERING","Disattivata Magistrale"
"99659229","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Laurea Triennale Arc - Urb - Cost","Arc - Urb - Cost","MANAGEMENT OF BUILT ENVIRONMENT - GESTIONE DEL COSTRUITO","Laurea Magistrale Arc - Urb - Cost"
"99626932","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MATHEMATICAL ENGINEERING - INGEGNERIA MATEMATICA","Disattivata Magistrale"
"99608694","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MATHEMATICAL ENGINEERING - INGEGNERIA MATEMATICA","Disattivata Magistrale"
"99659952","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MATHEMATICAL ENGINEERING - INGEGNERIA MATEMATICA","Disattivata Magistrale"
"99659825","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA MATEMATICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MATHEMATICAL ENGINEERING - INGEGNERIA MATEMATICA","Disattivata Magistrale"
"99615809","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Laurea Magistrale Ing - Civ"
"99606386","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Disattivata Magistrale"
"99603693","TECNICA INDUSTRIALE","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Disattivata Magistrale"
"99737355","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Laurea Magistrale Ing - Civ"
"99626815","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Disattivata Magistrale"
"99600646","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Disattivata Magistrale"
"99658719","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Disattivata Magistrale"
"99608272","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","ELECTRICAL ENGINEERING - INGEGNERIA ELETTRICA","Disattivata Magistrale"
"99610477","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","AUTOMATION AND CONTROL ENGINEERING - INGEGNERIA DELL'AUTOMAZIONE","Disattivata Magistrale"
"99615518","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","AUTOMATION AND CONTROL ENGINEERING - INGEGNERIA DELL'AUTOMAZIONE","Disattivata Magistrale"
"99657333","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","AUTOMATION AND CONTROL ENGINEERING - INGEGNERIA DELL'AUTOMAZIONE","Disattivata Magistrale"
"99609985","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DELL'AUTOMAZIONE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA","Disattivata Magistrale"
"99605858","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","INGEGNERIA DELLA PREVENZIONE E DELLA SICUREZZA NELL'INDUSTRIA DI PROCESSO","Laurea Magistrale Ing Ind - Inf"
"99595135","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","CHEMICAL ENGINEERING - INGEGNERIA CHIMICA","Laurea Magistrale Ing Ind - Inf"
"99608693","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","CHEMICAL ENGINEERING - INGEGNERIA CHIMICA","Disattivata Magistrale"
"99611994","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","CHEMICAL ENGINEERING - INGEGNERIA CHIMICA","Disattivata Magistrale"
"99649580","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","CHEMICAL ENGINEERING - INGEGNERIA CHIMICA","Disattivata Magistrale"
"99604218","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","CHEMICAL ENGINEERING - INGEGNERIA CHIMICA","Disattivata Magistrale"
"99606648","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","CHEMICAL ENGINEERING - INGEGNERIA CHIMICA","Laurea Magistrale Ing Ind - Inf"
"99603027","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","CHEMICAL ENGINEERING - INGEGNERIA CHIMICA","Disattivata Magistrale"
"99607021","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA CHIMICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","INGEGNERIA DELLA PREVENZIONE E DELLA SICUREZZA NELL'INDUSTRIA DI PROCESSO","Disattivata Magistrale"
"99603052","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING","Disattivata Magistrale"
"99595352","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING","Disattivata Magistrale"
"99626857","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING","Laurea Magistrale Ing - Civ"
"99662616","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING","Laurea Magistrale Ing - Civ"
"99602739","TECNICA PER GEOMETRA","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING","Disattivata Magistrale"
"99600475","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING","Disattivata Magistrale"
"99602826","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING","Disattivata Magistrale"
"99595184","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING","Disattivata Magistrale"
"99659701","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA PER L'AMBIENTE E IL TERRITORIO - ENVIRONMENTAL AND LAND PLANNING ENGINEERING","Laurea Magistrale Ing - Civ"
"99596398","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA","Disattivata Magistrale"
"99600053","TECNICA COMMERCIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA","Disattivata Magistrale"
"99608794","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA","Disattivata Magistrale"
"99658071","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA","Disattivata Magistrale"
"99601369","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA","Disattivata Magistrale"
"99607471","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","ELECTRONICS ENGINEERING - INGEGNERIA ELETTRONICA","Disattivata Magistrale"
"99603851","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","ELECTRONICS ENGINEERING - INGEGNERIA ELETTRONICA","Disattivata Magistrale"
"99608512","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","ELECTRONICS ENGINEERING - INGEGNERIA ELETTRONICA","Disattivata Magistrale"
"99615824","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","ELECTRONICS ENGINEERING - INGEGNERIA ELETTRONICA","Disattivata Magistrale"
"99604913","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRONICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","ELECTRONICS ENGINEERING - INGEGNERIA ELETTRONICA","Disattivata Magistrale"
"99597127","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA ELETTRICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","ELECTRICAL ENGINEERING - INGEGNERIA ELETTRICA","Disattivata Magistrale"
"99608635","TECNICA PER GEOMETRA","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Laurea Triennale Arc - Urb - Cost","Arc - Urb - Cost","INGEGNERIA DEI SISTEMI EDILIZI","Disattivata Magistrale"
"99604064","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Disattivata Magistrale"
"99608639","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Disattivata Magistrale"
"99612144","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Disattivata Magistrale"
"99608563","TECNICA PER GEOMETRA","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Disattivata Magistrale"
"99600751","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Disattivata Magistrale"
"99608670","Scientifica","ITALIANA","Ing - Civ","INGEGNERIA CIVILE","Laurea Triennale Ing - Civ","Ing - Civ","INGEGNERIA CIVILE - CIVIL ENGINEERING","Laurea Magistrale Ing - Civ"
"99602604","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99607550","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99592918","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99604880","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99660921","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99607776","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99606500","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA","Disattivata Magistrale"
"99658515","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99609143","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99595116","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99610352","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99609437","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Laurea Magistrale Ing Ind - Inf"
"99609041","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA","Disattivata Magistrale"
"99605138","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA INFORMATICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","COMPUTER SCIENCE AND ENGINEERING - INGEGNERIA INFORMATICA","Disattivata Magistrale"
"99605878","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Laurea Triennale Arc - Urb - Cost","Arc - Urb - Cost","INGEGNERIA DEI SISTEMI EDILIZI","Disattivata Magistrale"
"99655221","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Laurea Triennale Arc - Urb - Cost","Arc - Urb - Cost","MANAGEMENT OF BUILT ENVIRONMENT - GESTIONE DEL COSTRUITO","Laurea Magistrale Arc - Urb - Cost"
"99659819","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Laurea Triennale Arc - Urb - Cost","Arc - Urb - Cost","BUILDING AND ARCHITECTURAL ENGINEERING","Disattivata Magistrale"
"99615970","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Laurea Triennale Arc - Urb - Cost","Arc - Urb - Cost","INGEGNERIA DEI SISTEMI EDILIZI","Disattivata Magistrale"
"99609044","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Laurea Triennale Arc - Urb - Cost","Arc - Urb - Cost","MANAGEMENT OF BUILT ENVIRONMENT - GESTIONE DEL COSTRUITO","Disattivata Magistrale"
"99608665","Scientifica","ITALIANA","Arc - Urb - Cost","INGEGNERIA DELL' EDILIZIA","Laurea Triennale Arc - Urb - Cost","Arc - Urb - Cost","INGEGNERIA DEI SISTEMI EDILIZI","Laurea Magistrale Arc - Urb - Cost"
"99606723","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99605872","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99603136","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99612229","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99604796","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99609691","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99609501","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA BIOMEDICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99592444","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","NUCLEAR ENGINEERING - INGEGNERIA NUCLEARE","Disattivata Magistrale"
"99606262","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MATERIALS ENGINEERING AND NANOTECHNOLOGY - INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Disattivata Magistrale"
"99609262","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MATERIALS ENGINEERING AND NANOTECHNOLOGY - INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Disattivata Magistrale"
"99592450","Classica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MATERIALS ENGINEERING AND NANOTECHNOLOGY - INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Magistrale Ing Ind - Inf"
"99593874","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MATERIALS ENGINEERING AND NANOTECHNOLOGY - INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Magistrale Ing Ind - Inf"
"99597441","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MATERIALS ENGINEERING AND NANOTECHNOLOGY - INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Disattivata Magistrale"
"99608792","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MATERIALS ENGINEERING AND NANOTECHNOLOGY - INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Magistrale Ing Ind - Inf"
"99658310","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","MATERIALS ENGINEERING AND NANOTECHNOLOGY - INGEGNERIA DEI MATERIALI E DELLE NANOTECNOLOGIE","Disattivata Magistrale"
"99656761","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA FISICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","BIOMEDICAL ENGINEERING - INGEGNERIA BIOMEDICA","Disattivata Magistrale"
"99608558","TECNICA INDUSTRIALE","ITALIANA","Ing Ind - Inf","INGEGNERIA FISICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","ENGINEERING PHYSICS - INGEGNERIA FISICA","Disattivata Magistrale"
"99601172","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA FISICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","ENGINEERING PHYSICS - INGEGNERIA FISICA","Disattivata Magistrale"
"99608535","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA FISICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","ENGINEERING PHYSICS - INGEGNERIA FISICA","Disattivata Magistrale"
"99602289","Scientifica","ITALIANA","Ing Ind - Inf","INGEGNERIA FISICA","Laurea Triennale Ing Ind - Inf","Ing Ind - Inf","NUCLEAR ENGINEERING - INGEGNERIA NUCLEARE","Disattivata Magistrale"
